,modelo,precio,combustible,CV,km,lugar,año,link
3058,                 Peugeot 308  1.2 PureTech S&S             ,9.900  , Gasolina, 110 cv,                 105.903               ,                  Granada             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-12-puretech-s_s-active-110-en-granada.htm?id=6541649
3059,                 Jaguar S-Type  3.0 V6             ,5.250  , Gasolina, 240 cv,                 56.390               ,                  Madrid             ,                  2001             ,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-s-type-30-v6-en-madrid.htm?id=6541557
3060,                 Mercedes Clase CLA 200CDI             ,17.560  , Diesel, 136 cv,                 121.572               ,                  Madrid             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-200cdi-en-madrid.htm?id=6524887
3061,                 Smart Fortwo  Coupé EQ             ,11.031  , Eléctrico, 82 cv,                 13.780               ,                  Barcelona             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-smart-fortwo-coupe-eq-en-barcelona.htm?id=6522585
3062,                 Renault Talisman  2.0dCi Blue Zen EDC             ,31.200  , Diesel, 160 cv,                 25.000               ,                  Asturias             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-talisman-20dci-blue-zen-edc-118kw-en-asturias.htm?id=6521051
3063,                 Citroen C5  Hybrid Shine EAT8             ,28.799  , Híbrido, 225 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-hybrid-shine-eat8-en-alava.htm?id=6519515
3064,                 Ds DS7 7 Crossback E-Tense             ,39.999  , Híbrido, 225 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-ds-ds7+crossback-e-tense-so-chic-aut-4x2-en-alava.htm?id=6519511
3065,                 Ds DS7 7 Crossback E-Tense             ,39.999  , Híbrido, 225 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-ds-ds7+crossback-e-tense-so-chic-aut-4x2-en-alava.htm?id=6519483
3066,                 Volkswagen  1.5 TSI Advance             ,23.790  , Gasolina, 150 cv,                 24.144               ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-t-roc-15-tsi-advance-dsg7-en-madrid.htm?id=6519367
3067,                 Seat Altea  XL 1.6TDI CR S&S             ,5.500  , Diesel, 105 cv,                 159.000               ,                  Valencia             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-altea-xl-16tdi-cr-s_s-reference-e-eco-en-valencia.htm?id=6510651
3068,                 Citroen C5  Hybrid Feel EAT8             ,27.899  , Híbrido, 225 cv,                 31               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-hybrid-feel-eat8-en-alava.htm?id=6508965
3069,                 Citroen C5  Hybrid Feel EAT8             ,27.899  , Híbrido, 225 cv,                 2               ,                  Alava             ,                  2020             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-hybrid-feel-eat8-en-alava.htm?id=6508957
3070,                 Citroen C5  Hybrid Feel EAT8             ,27.899  , Híbrido, 225 cv,                 5               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-hybrid-feel-eat8-en-alava.htm?id=6508955
3071,                 Invicta D2S  27kW             ,13.095  , Eléctrico, 37 cv,                 3               ,                  Burgos             ,                  2021             ,https://www.coches.com/km0/seminuevo-invicta-d2s-27kw-en-burgos.htm?id=6506977
3072,                 Hyundai Tucson  1.6 TGDI Klass 4x2             ,24.490  , Gasolina, 150 cv,                 4               ,                  Burgos             ,                  2022             ,https://www.coches.com/km0/seminuevo-hyundai-tucson-16-tgdi-klass-4x2-en-burgos.htm?id=6506975
3073,                 Citroen Jumper  Combi 2.2BlueHDI             ,19.525  , Diesel, 140 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-jumper-combi-22bluehdi-33l2h2-140-en-alava.htm?id=6504223
3074,                 Volkswagen Up!  eco 1.0 High up!             ,6.800  , Gasolina, 68 cv,                 173.200               ,                  Badajoz             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-up-eco-10-high-up-en-badajoz.htm?id=6504117
3075,                 Mercedes Citan  Tourer 110CDI Base             ,22.500  , Diesel, 95 cv,                 0               ,                  Madrid             ,                  2021             ,https://www.coches.com/km0/seminuevo-mercedes-citan-tourer-110cdi-base-en-madrid.htm?id=6503423
3076,                 Mazda MX-5  Roadster Coupé 1.8             ,17.500  , Gasolina, 126 cv,                 45.700               ,                  Asturias             ,                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mx-5-roadster-coupe-18-style-en-asturias.htm?id=6503395
3077,                 Volkswagen Up!  eco 1.0 High up!             ,7.990  , Gasolina, 68 cv,                 89.000               ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-up-eco-10-high-up-en-madrid.htm?id=6503177
3078,                 Citroen C5  BlueHDi S&S Live             ,20.899  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-live-pack-130-en-alava.htm?id=6502495
3079,                 Citroen C5  PureTech S&S Live             ,18.999  , Gasolina, 130 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-puretech-s_s-live-pack-130-en-alava.htm?id=6502481
3080,                 Citroen C4  1.5 BlueHDI S&S             ,21.999  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-alava.htm?id=6502243
3081,                 Citroen C4  1.2 PureTech Shine             ,18.999  , Gasolina, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-shine-s_s-130-en-alava.htm?id=6502229
3082,                 Citroen Jumper  Combi 2.2BlueHDI             ,19.525  , Diesel, 140 cv,                 3               ,                  Alava             ,                  2020             ,https://www.coches.com/km0/seminuevo-citroen-jumper-combi-22bluehdi-33l2h2-140-en-alava.htm?id=6500889
3083,                 Citroen C4  1.5 BlueHDI S&S             ,21.999  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-alava.htm?id=6499523
3084,                 Citroen C4  1.2 PureTech Feel             ,17.599  , Gasolina, 130 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-pack-s_s-130-en-alava.htm?id=6499505
3085,                 Citroen C4  1.5 BlueHDI S&S             ,21.999  , Diesel, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-alava.htm?id=6499487
3086,                 Opel Corsa  1.2T XHL S/S             ,13.499  , Gasolina, 100 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-opel-corsa-12t-xhl-ss-gs-line-100-en-alava.htm?id=6499483
3087,                 Citroen C5  BlueHDi S&S Feel             ,22.799  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-feel-130-en-alava.htm?id=6499479
3088,                 Citroen C4  1.2 PureTech Feel             ,17.599  , Gasolina, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-pack-s_s-130-en-alava.htm?id=6499465
3089,                 Citroen C3  Puretech S&S             ,15.799  , Gasolina, 110 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-c-series-110-en-alava.htm?id=6499449
3090,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499429
3091,                 Citroen C5  BlueHDi S&S Live             ,20.899  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-live-pack-130-en-alava.htm?id=6499425
3092,                 Citroen C4  1.5 BlueHDI S&S Feel             ,20.299  , Diesel, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-pack-eat8-130-en-alava.htm?id=6499423
3093,                 Citroen C3  BlueHDi S&S Feel             ,15.899  , Diesel, 110 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-110-en-alava.htm?id=6499413
3094,                 Citroen C3  Puretech S&S             ,15.799  , Gasolina, 110 cv,                 5               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-c-series-110-en-alava.htm?id=6499401
3095,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499399
3096,                 Citroen C3  BlueHDi S&S             ,16.299  , Diesel, 110 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-c-series-110-en-alava.htm?id=6499379
3097,                 Citroen C5  PureTech S&S Live             ,18.999  , Gasolina, 130 cv,                 1               ,                  Alava             ,                  2020             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-puretech-s_s-live-pack-130-en-alava.htm?id=6499371
3098,                 Citroen C4  1.5 BlueHDI S&S Feel             ,20.299  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-pack-eat8-130-en-alava.htm?id=6499359
3099,                 Citroen C4  1.2 PureTech Feel             ,16.099  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-s_s-130-en-alava.htm?id=6499333
3100,                 Citroen C4  1.5 BlueHDI S&S Feel             ,15.999  , Diesel, 110 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-110-en-alava.htm?id=6499321
3101,                 Citroen C4  1.2 PureTech Shine             ,18.999  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2020             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-shine-s_s-130-en-alava.htm?id=6499299
3102,                 Citroen C3  Puretech S&S Feel             ,15.999  , Gasolina, 110 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-feel-pack-110-en-alava.htm?id=6499295
3103,                 Citroen C4  1.2 PureTech Feel             ,16.099  , Gasolina, 130 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-s_s-130-en-alava.htm?id=6499289
3104,                 Citroen C4  1.5 BlueHDI S&S Feel             ,15.999  , Diesel, 110 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-110-en-alava.htm?id=6499287
3105,                 Citroen C5  BlueHDi S&S Feel             ,22.799  , Diesel, 130 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-feel-130-en-alava.htm?id=6499279
3106,                 Citroen C3  Puretech S&S Feel             ,15.999  , Gasolina, 110 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-feel-pack-110-en-alava.htm?id=6499277
3107,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499271
3108,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 6               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499269
3109,                 Citroen C5  PureTech S&S Live             ,18.999  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-puretech-s_s-live-pack-130-en-alava.htm?id=6499257
3110,                 Citroen C3  Puretech S&S Feel             ,15.999  , Gasolina, 110 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-feel-pack-110-en-alava.htm?id=6499237
3111,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499233
3112,                 Citroen C3  Puretech S&S Feel             ,15.999  , Gasolina, 110 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-feel-pack-110-en-alava.htm?id=6499225
3113,                 Citroen C3  BlueHDi S&S             ,16.299  , Diesel, 110 cv,                 6               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-c-series-110-en-alava.htm?id=6499217
3114,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 5               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499213
3115,                 Citroen C4  1.2 PureTech Feel             ,17.599  , Gasolina, 130 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-pack-s_s-130-en-alava.htm?id=6499209
3116,                 Citroen C5  BlueHDi S&S Feel             ,22.799  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-feel-130-en-alava.htm?id=6499183
3117,                 Citroen C4  1.2 PureTech Feel             ,17.599  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-pack-s_s-130-en-alava.htm?id=6499175
3118,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499169
3119,                 Citroen C4  1.2 PureTech Feel             ,16.099  , Gasolina, 130 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-feel-s_s-130-en-alava.htm?id=6499139
3120,                 Citroen C5  BlueHDi S&S Feel             ,22.799  , Diesel, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-feel-130-en-alava.htm?id=6499137
3121,                 Citroen C4  1.5 BlueHDI S&S             ,21.999  , Diesel, 130 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-alava.htm?id=6499129
3122,                 Citroen C3  Puretech S&S             ,15.799  , Gasolina, 110 cv,                 6               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-c-series-110-en-alava.htm?id=6499125
3123,                 Citroen C4  1.5 BlueHDI S&S Feel             ,20.299  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-pack-eat8-130-en-alava.htm?id=6499115
3124,                 Citroen C5  BlueHDi S&S Feel             ,22.799  , Diesel, 130 cv,                 4               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-feel-130-en-alava.htm?id=6499111
3125,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6499109
3126,                 Citroen C5  BlueHDi S&S Live             ,20.899  , Diesel, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-live-pack-130-en-alava.htm?id=6499103
3127,                 Citroen C3  BlueHDi S&S             ,16.299  , Diesel, 110 cv,                 5               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-c-series-110-en-alava.htm?id=6499091
3128,                 Citroen C4  1.5 BlueHDI S&S             ,21.999  , Diesel, 130 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-alava.htm?id=6499085
3129,                 Citroen C5  PureTech S&S Live             ,18.999  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-puretech-s_s-live-pack-130-en-alava.htm?id=6499083
3130,                 Citroen C3  Puretech S&S             ,15.799  , Gasolina, 110 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-c-series-110-en-alava.htm?id=6499061
3131,                 Citroen C5  PureTech S&S Live             ,18.999  , Gasolina, 130 cv,                 3               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-puretech-s_s-live-pack-130-en-alava.htm?id=6499055
3132,                 Citroen C3  BlueHDi S&S             ,16.299  , Diesel, 110 cv,                 1               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-c-series-110-en-alava.htm?id=6499049
3133,                 Citroen C4  1.2 PureTech Shine             ,18.999  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-shine-s_s-130-en-alava.htm?id=6499047
3134,                 Citroen C4  1.5 BlueHDI S&S             ,21.999  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-shine-eat8-130-en-alava.htm?id=6499017
3135,                 Citroen C5  BlueHDi S&S Live             ,20.899  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-bluehdi-s_s-live-pack-130-en-alava.htm?id=6499005
3136,                 Citroen C5  PureTech S&S Live             ,18.999  , Gasolina, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c5+aircross-puretech-s_s-live-pack-130-en-alava.htm?id=6498945
3137,                 Citroen C4  1.5 BlueHDI S&S Feel             ,20.299  , Diesel, 130 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c4-15-bluehdi-s_s-feel-pack-eat8-130-en-alava.htm?id=6498939
3138,                 Citroen C3  BlueHDi S&S Feel             ,17.199  , Diesel, 110 cv,                 2               ,                  Alava             ,                  2021             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-bluehdi-s_s-feel-pack-110-en-alava.htm?id=6498937
3139,                 Opel Grandland  1.5CDTi S&S Ultimate             ,21.900  , Diesel, 130 cv,                 17.145               ,                  Burgos             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-grandland-15cdti-s_s-ultimate-aut-130-en-burgos.htm?id=6498265
3140,                 Mercedes Clase CLA Shooting Brake             ,35.500  , Diesel, 150 cv,                 27.000               ,                  Valencia             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-shooting-brake-200d-8g-dct-en-valencia.htm?id=6424631
3141,                 Smart Forfour  EQ             ,12.500  , Eléctrico, 82 cv,                 33.100               ,                  Madrid             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-smart-forfour-eq-en-madrid.htm?id=6418617
3142,                 Ford Ranger  2.2TDCI DCb. XLT             ,14.490  , Diesel, 150 cv,                 200.000               ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-ranger-22tdci-dcb-xlt-4x4-en-madrid.htm?id=6418517
3143,                 Volkswagen Golf  2.0 TSI GTI 169kW             ,22.900  , Gasolina, 230 cv,                 80.000               ,                  Salamanca             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20-tsi-gti-169kw-en-salamanca.htm?id=6418393
3144,                 Mercedes Vito  Furgón 116CDI             ,14.900  , Diesel, 163 cv,                 156.000               ,                  Leon             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-vito-furgon-116cdi-compacta-en-leon.htm?id=6413653
3145,                 Mazda Mazda3  2.0 Style 120             ,12.500  , Gasolina, 120 cv,                 94.007               ,                  Madrid             ,                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda3-20-style-120-en-madrid.htm?id=6408947
3146,                 Mercedes Clase CLA 200CDI             ,17.550  , Diesel, 136 cv,                 118.193               ,                  Madrid             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cla-cla-200cdi-en-madrid.htm?id=6406349
3147,                 Kia Sorento  1.6 T-GDi HEV Drive             ,40.000  , Híbrido, 233 cv,                 9.700               ,                  Illes Balears             ,                  2020             ,https://www.coches.com/km0/seminuevo-kia-sorento-16-t-gdi-hev-drive-4x2-en-illes+balears.htm?id=6388685
3148,                 Volkswagen Golf  2.0 TSI GTI 169kW             ,22.500  , Gasolina, 230 cv,                 85.000               ,                  Salamanca             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20-tsi-gti-169kw-en-salamanca.htm?id=6388683
3149,                 Mercedes Clase E 300 9G-Tronic             ,33.190  , Gasolina, 245 cv,                 28.589               ,                  Madrid             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-300-9g-tronic-en-madrid.htm?id=6384833
3150,                 Kia Soul e- Drive Long Range             ,24.990  , Eléctrico, 204 cv,                 6.500               ,                  Murcia             ,                  2021             ,https://www.coches.com/km0/seminuevo-kia-soul-e--drive-long-range-en-murcia.htm?id=6383975
3151,                 Volkswagen Polo  1.0 TSI Life 70kW             ,17.500  , Gasolina, 95 cv,                 1               ,                  Alicante             ,                  2022             ,https://www.coches.com/km0/seminuevo-volkswagen-polo-10-tsi-life-70kw-en-alicante.htm?id=6379651
3152,                 Mercedes Clase CLA Shooting Brake             ,30.990  , Gasolina, 136 cv,                 1.510               ,                  Jaen             ,                  2020             ,https://www.coches.com/km0/seminuevo-mercedes-clase+cla-cla-shooting-brake-180-en-jaen.htm?id=6379521
3153,                 Hyundai Santa Fe Grand  2.2CRDi Style             ,18.900  , Diesel, 200 cv,                 93.784               ,                  Granada             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-santa+fe-grand--22crdi-style-4x4-aut-200-en-granada.htm?id=6377533
3154,                 Volkswagen Eos  2.0 TSI             ,7.490  , Gasolina, 200 cv,                 146.840               ,                  Madrid             ,                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-eos-20-tsi-en-madrid.htm?id=6372439
3155,                 Volkswagen Polo  1.0 TSI Advance             ,13.490  , Gasolina, 95 cv,                 36.000               ,                  Tenerife             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-10-tsi-advance-70kw-en-tenerife.htm?id=6369399
3156,                 Citroen C4  1.6 BlueHDi Feel 100             ,9.690  , Diesel, 99 cv,                 37.130               ,                  Madrid             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4+cactus-16-bluehdi-feel-100-en-madrid.htm?id=6366953
3157,                 Mercedes Clase A 180d             ,24.900  , Diesel, 116 cv,                 21.371               ,                  Sevilla             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180d-en-sevilla.htm?id=6364523
3158,                 Hyundai Bayon  1.2 MPI Essence             ,14.700  , Gasolina, 84 cv,                 5               ,                  Avila             ,                  2021             ,https://www.coches.com/km0/seminuevo-hyundai-bayon-12-mpi-essence-en-avila.htm?id=6364261
3159,                 Seat Alhambra  2.0TDI CR Start&Stop             ,17.250  , Diesel, 177 cv,                 67.694               ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-alhambra-20tdi-cr-start_stop-style-177-en-madrid.htm?id=6360627
3160,                 Mazda MX-5  ST 1.5 Skyactiv-G             ,18.495  , Gasolina, 132 cv,                 24.900               ,"                  Palmas, Las             ",                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mx-5-st-15-skyactiv-g-evolution-en-palmas+las.htm?id=6320535
3161,                 Kia Ceed  1.0 T-GDI             ,14.300  , Gasolina, 100 cv,                 5               ,                  Burgos             ,                  2022             ,https://www.coches.com/km0/seminuevo-kia-ceed-10-t-gdi-eco-dynamics-concept-100-en-burgos.htm?id=6320001
3162,                 Kia Ceed  1.0 T-GDI             ,14.300  , Gasolina, 100 cv,                 5               ,                  Burgos             ,                  2022             ,https://www.coches.com/km0/seminuevo-kia-ceed-10-t-gdi-eco-dynamics-concept-100-en-burgos.htm?id=6319857
3163,                 Mercedes Clase C Estate 200d             ,17.500  , Diesel, 160 cv,                 124.498               ,                  Pontevedra             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-estate-200d-9g-tronic-en-pontevedra.htm?id=6317751
3164,                 Alfa Romeo 166  2.0 TS             ,2.300  , Gasolina, 155 cv,                 218.328               ,                  Madrid             ,                  2000             ,https://www.coches.com/coches-segunda-mano/ocasion-alfa+romeo-166-20-ts-en-madrid.htm?id=6308437
3165,                 Ford Kuga  2.0 EcoBlue MEHV             ,24.500  , Diesel, 150 cv,                 5.042               ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-ford-kuga-20-ecoblue-mehv-titanium-fwd-150-en-madrid.htm?id=6308181
3166,                 Opel Grandland  PHEV 1.6 Turbo             ,28.900  , Híbrido, 225 cv,                 2.500               ,                  Burgos             ,                  2021             ,https://www.coches.com/km0/seminuevo-opel-grandland+x-phev-16-turbo-edition-at8-4x2-en-burgos.htm?id=6307185
3167,                 Opel Grandland  PHEV 1.6 Turbo             ,28.900  , Híbrido, 225 cv,                 2.500               ,                  Burgos             ,                  2021             ,https://www.coches.com/km0/seminuevo-opel-grandland+x-phev-16-turbo-edition-at8-4x2-en-burgos.htm?id=6307147
3168,                 Dfsk F5  1.5T Classic 4x2 Aut             ,23.495  , Gasolina, 137 cv,                 4.200               ,                  Burgos             ,                  2021             ,https://www.coches.com/km0/seminuevo-dfsk-f5-15t-classic-4x2-aut-en-burgos.htm?id=6299553
3169,                 Opel Corsa -e GS Line +-e             ,20.900  , Eléctrico, 136 cv,                 0               ,                  Burgos             ,                  2021             ,https://www.coches.com/km0/seminuevo-opel-corsa--e-gs-line-+-e-en-burgos.htm?id=6298471
