,index,modelo,precio,combustible,CV,km,lugar,año,link
3003,2043,                 Citroen C5  X Hybrid Feel Pack             ,27.899 €, Híbrido, 225 cv,                 4 km             ,                  Alava             ,                  2022             ,https://www.coches.com/km0/seminuevo-citroen-c5-x-hybrid-feel-pack-eat8-225-en-alava.htm?id=6636868
3004,2044,                 Citroen Jumper  2.2HDI CF 33 L2H2             ,8.550 €, Diesel, 130 cv,                 246.294 km             ,                  Barcelona             ,                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-jumper-22hdi-cf-33-l2h2-130-en-barcelona.htm?id=6636432
3005,2045,                 Smart Forfour  EQ             ,10.900 €, Eléctrico, 82 cv,                 38.917 km             ,                  Sevilla             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-smart-forfour-eq-en-sevilla.htm?id=6636310
3006,2046,                 Maserati Ghibli  S Q4 Aut. 430             ,45.990 €, Gasolina, 430 cv,                 80.000 km             ,                  Sevilla             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-maserati-ghibli-s-q4-aut-430-en-sevilla.htm?id=6635928
3007,2047,                 Citroen C3  Puretech S&S Live             ,12.999 €, Gasolina, 110 cv,                 3 km             ,                  Alava             ,                  2022             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-live-pack-110-en-alava.htm?id=6635354
3008,2048,                 Citroen C3  Puretech S&S Live             ,12.999 €, Gasolina, 110 cv,                 1 km             ,                  Alava             ,                  2022             ,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-live-pack-110-en-alava.htm?id=6635346
3009,2049,                 Skoda Octavia  Combi 2.0TDI             ,25.400 €, Diesel, 150 cv,                 20.300 km             ,                  Castellon             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-octavia-combi-20tdi-ambition-dsg-110kw-en-castellon.htm?id=6634374
3010,2050,                 Mazda Mazda6  Wagon 2.5             ,18.900 €, Gasolina, 192 cv,                 43.004 km             ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda6-wagon-25-lux+pprem+ptravel-aut-en-madrid.htm?id=6634172
3011,2051,                 Mercedes Clase CLS Shooting Brake             ,26.490 €, Diesel, 265 cv,                 139.900 km             ,                  Vizcaya             ,                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+cls-cls-shooting-brake-350cdi-be-4m-aut-en-vizcaya.htm?id=6633472
3012,2052,                 Hyundai Tucson  1.6 GDI BD Essence             ,14.200 €, Gasolina, 131 cv,                 56.500 km             ,                  Madrid             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-tucson-16-gdi-bd-essence-4x2-131-en-madrid.htm?id=6633460
3013,2053,                 Audi A1  Sportback 1.0 TFSI             ,14.900 €, Gasolina, 95 cv,                 53.952 km             ,                  Guadalajara             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-10-tfsi-adrenalin-en-guadalajara.htm?id=6633326
3014,2054,                 Bmw Serie 5 535dA             ,6.990 €, Diesel, 272 cv,                 208.000 km             ,                  Granada             ,                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-535da-en-granada.htm?id=6633292
3015,2055,                 Seat León  1.5 TSI S&S             ,18.900 €, Gasolina, 150 cv,                 34.500 km             ,                  Pontevedra             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-xcellence-150-en-pontevedra.htm?id=6632230
3016,2056,                 Jeep Wrangler  Unlimited 2.0T GME             ,73.900 €, Gasolina, 270 cv,                 30.000 km             ,                  Lleida             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-jeep-wrangler-unlimited-20t-gme-rubicon-8atx-en-lleida.htm?id=6631926
3017,2057,                 Mercedes Citan  Furgón 112CDI Base             ,20.455 €, Diesel, 116 cv,                 278 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-citan-furgon-112cdi-base-en-madrid.htm?id=6630914
3018,2058,                 Citroen C4  Grand Picasso 1.2             ,9.900 €, Gasolina, 130 cv,                 137.500 km             ,                  Pontevedra             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-grand-picasso-12-puretech-s_s-live-en-pontevedra.htm?id=6628406
3019,2059,                 Seat Ibiza  1.0 TSI S&S Style 110             ,13.900 €, Gasolina, 110 cv,                 14.368 km             ,                  Guadalajara             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-tsi-s_s-style-110-en-guadalajara.htm?id=6628072
3020,2060,                 Hyundai Genesis  3.8 GDI V6 Aut.             ,31.308 €, Gasolina, 315 cv,                 41.911 km             ,                  Madrid             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-genesis-38-gdi-v6-aut-en-madrid.htm?id=6627820
3021,2061,                 Porsche Cayenne  Diesel 245 Aut.             ,43.500 €, Diesel, 245 cv,                 88.000 km             ,                  Lleida             ,                  2012             ,https://www.coches.com/coches-segunda-mano/ocasion-porsche-cayenne-diesel-245-aut-en-lleida.htm?id=6627544
3022,2062,                 Porsche 911  Carrera 4 S             ,39.000 €, Gasolina, 320 cv,                 146.000 km             ,                  Lleida             ,                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-porsche-911-carrera-4-s-en-lleida.htm?id=6627532
3023,2063,                 Opel Insignia  ST 2.0CDTI ecoF.             ,14.300 €, Diesel, 120 cv,                 35.000 km             ,                  Lleida             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-st-20cdti-ecof-s_s-selective-en-lleida.htm?id=6627516
3024,2064,                 Audi A6  Avant 3.0TDI S-Tronic             ,26.900 €, Diesel, 218 cv,                 126.000 km             ,                  Navarra             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-avant-30tdi-s-tronic-160kw-en-navarra.htm?id=6627452
3025,2065,                 Chevrolet Cruze  1.6 16v LS+ A/A             ,5.200 €, Gasolina, 124 cv,                 115.000 km             ,                  Badajoz             ,                  2011             ,https://www.coches.com/coches-segunda-mano/ocasion-chevrolet-cruze-16-16v-ls+-aa-en-badajoz.htm?id=6627446
3026,2066,                 Land Rover  2.0D I4 MHEV S 4WD             ,68.900 €, Diesel, 204 cv,                 12.111 km             ,                  Barcelona             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+velar-20d-i4-mhev-s-4wd-aut-204-en-barcelona.htm?id=6626938
3027,2067,                 Ford Puma  1.0 EcoBoost MHEV             ,21.500 €, Gasolina, 125 cv,                 10.500 km             ,                  Ciudad Real             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-puma-10-ecoboost-mhev-st-line-x-125-en-ciudad+real.htm?id=6626120
3028,2068,                 Peugeot Partner  Furgón 1.6BlueHDI             ,8.900 €, Diesel, 75 cv,                 134.000 km             ,                  Sevilla             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-furgon-16bluehdi-confortpack-l1-75-en-sevilla.htm?id=6622914
3029,2069,                 Volkswagen  2.0 TSI 4M DSG             ,25.990 €, Gasolina, 220 cv,                 97.000 km             ,                  Madrid             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat+alltrack-20-tsi-4m-dsg-162kw-en-madrid.htm?id=6622488
3030,2070,                 Volkswagen Polo  1.0 TSI Advance             ,17.980 €, Gasolina, 95 cv,                 18.835 km             ,                  Cadiz             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-10-tsi-advance-70kw-en-cadiz.htm?id=6621008
3031,2071,                 Volkswagen Golf  1.6TDI CR BMT             ,16.890 €, Diesel, 110 cv,                 109.471 km             ,                  Cadiz             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-advance-110-en-cadiz.htm?id=6620962
3032,2072,                 Skoda Scala  1.6 TDI Ambition DSG             ,18.400 €, Diesel, 115 cv,                 22.123 km             ,                  Cadiz             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-scala-16-tdi-ambition-dsg-85kw-en-cadiz.htm?id=6620790
3033,2073,                 Audi A1  30 TFSI             ,25.400 €, Gasolina, 116 cv,                 8.000 km             ,                  Cadiz             ,                  2020             ,https://www.coches.com/km0/seminuevo-audi-a1+citycarver-30-tfsi-en-cadiz.htm?id=6620644
3034,2074,                 Audi A3  Sportback 40 TFSIe S             ,27.900 €, Híbrido, 204 cv,                 11.520 km             ,                  Cadiz             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-40-tfsie-s-line-s-tronic-en-cadiz.htm?id=6620642
3035,2075,                 Peugeot 206 XAD 206+ XAD 1.4HDI             ,3.600 €, Diesel, 70 cv,                 17.000 km             ,                  Girona             ,                  2011             ,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-206+xad-206+-xad-14hdi-en-girona.htm?id=6620060
3036,2076,                 Audi Q2  30 TFSI 81kW             ,26.300 €, Gasolina, 110 cv,                 10.000 km             ,                  Cantabria             ,                  2021             ,https://www.coches.com/km0/seminuevo-audi-q2-30-tfsi-81kw-en-cantabria.htm?id=6617502
3037,2077,                 Cupra Formentor  1.5 TSI 150             ,26.390 €, Gasolina, 150 cv,                 18.000 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-cupra-formentor-15-tsi-150-en-madrid.htm?id=6616684
3038,2078,                 Cupra Formentor  1.5 TSI 150             ,26.390 €, Gasolina, 150 cv,                 19.000 km             ,                  Madrid             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-cupra-formentor-15-tsi-150-en-madrid.htm?id=6616680
3039,2079,                 Ssangyong  D16T Urban 4x2             ,18.000 €, Diesel, 136 cv,                 5.710 km             ,                  Burgos             ,                  2022             ,https://www.coches.com/km0/seminuevo-ssangyong-korando-d16t-urban-4x2-en-burgos.htm?id=6616500
3040,2140,                 Mercedes EQB  300 4Matic             ,66.995 €, Eléctrico, 228 cv,                 0 km             ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mercedes-eqb-300-4matic-en-madrid.htm?id=6560653
